2020-03-01 at 10:52:22 | INFO | pyAPIStart Up ....
2020-03-01 at 11:37:01 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 11:37:01 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 11:37:01 | ERROR | Exception at crud.query query_table_byid(): too many values to unpack (expected 2) 
2020-03-01 at 11:37:15 | DEBUG | query_table_byid():
2020-03-01 at 11:37:15 | DEBUG | tablename: bank_dist
2020-03-01 at 11:37:15 | DEBUG | tbid: 59
2020-03-01 at 11:37:15 | DEBUG | fieldlist: None
2020-03-01 at 11:37:15 | DEBUG | idfiled: age
2020-03-01 at 11:37:15 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 11:37:18 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 11:37:18 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 11:37:18 | DEBUG | metadata exists ....
2020-03-01 at 11:37:21 | DEBUG | Read Schema: [ test ]
2020-03-01 at 11:37:22 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 11:37:22 | DEBUG | metadata exists ....
2020-03-01 at 11:37:22 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 11:37:22 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 11:37:22 | DEBUG | Primarykey select param : [ {'age': '59'} ]
2020-03-01 at 11:37:22 | ERROR | Exception at crud.query query_table_byid(): Code: 43, e.displayText() = DB::Exception: Illegal types of arguments (UInt16, String) of function equals (version 20.1.3.7 (official build))
 
2020-03-01 at 11:37:43 | DEBUG | query_table_byid():
2020-03-01 at 11:37:43 | DEBUG | tablename: bank_dist
2020-03-01 at 11:37:43 | DEBUG | tbid: 59
2020-03-01 at 11:37:43 | DEBUG | fieldlist: None
2020-03-01 at 11:37:43 | DEBUG | idfiled: age
2020-03-01 at 11:37:43 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 11:37:47 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 11:37:47 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 11:37:47 | DEBUG | metadata exists ....
2020-03-01 at 11:37:51 | DEBUG | Read Schema: [ test ]
2020-03-01 at 11:37:53 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 11:37:53 | DEBUG | metadata exists ....
2020-03-01 at 11:37:53 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 11:37:53 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 11:37:53 | ERROR | Exception at crud.query query_table_byid(): too many values to unpack (expected 2) 
2020-03-01 at 11:38:12 | DEBUG | query_table_byid():
2020-03-01 at 11:38:12 | DEBUG | tablename: bank_dist
2020-03-01 at 11:38:12 | DEBUG | tbid: 59
2020-03-01 at 11:38:12 | DEBUG | fieldlist: None
2020-03-01 at 11:38:12 | DEBUG | idfiled: age
2020-03-01 at 11:38:12 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 11:38:16 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 11:38:16 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 11:38:16 | DEBUG | metadata exists ....
2020-03-01 at 11:38:18 | DEBUG | Read Schema: [ test ]
2020-03-01 at 11:38:21 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 11:38:21 | DEBUG | metadata exists ....
2020-03-01 at 11:38:21 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 11:38:21 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 11:38:21 | ERROR | Exception at crud.query query_table_byid(): too many values to unpack (expected 2) 
2020-03-01 at 11:39:24 | DEBUG | query_table_byid():
2020-03-01 at 11:39:24 | DEBUG | tablename: bank_dist
2020-03-01 at 11:39:24 | DEBUG | tbid: 59
2020-03-01 at 11:39:24 | DEBUG | fieldlist: None
2020-03-01 at 11:39:24 | DEBUG | idfiled: age
2020-03-01 at 11:39:24 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 11:39:27 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 11:39:27 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 11:39:27 | DEBUG | metadata exists ....
2020-03-01 at 11:39:31 | DEBUG | Read Schema: [ test ]
2020-03-01 at 11:39:32 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 11:39:32 | DEBUG | metadata exists ....
2020-03-01 at 11:39:32 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 11:39:32 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 11:39:32 | DEBUG | Primarykey select param : [ {'age': '59'} ]
2020-03-01 at 11:39:32 | ERROR | Exception at crud.query query_table_byid(): Code: 43, e.displayText() = DB::Exception: Illegal types of arguments (UInt16, String) of function equals (version 20.1.3.7 (official build))
 
2020-03-01 at 11:39:35 | DEBUG | query_table_byid():
2020-03-01 at 11:39:35 | DEBUG | tablename: bank_dist
2020-03-01 at 11:39:35 | DEBUG | tbid: 59
2020-03-01 at 11:39:35 | DEBUG | fieldlist: None
2020-03-01 at 11:39:35 | DEBUG | idfiled: age
2020-03-01 at 11:39:35 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 11:39:47 | ERROR | Exception at crud.query query_table_byid(): ('Connection aborted.', RemoteDisconnected('Remote end closed connection without response')) 
2020-03-01 at 11:41:58 | DEBUG | query_table_byid():
2020-03-01 at 11:41:58 | DEBUG | tablename: bank_dist
2020-03-01 at 11:41:58 | DEBUG | tbid: 59
2020-03-01 at 11:41:58 | DEBUG | fieldlist: None
2020-03-01 at 11:41:58 | DEBUG | idfiled: age
2020-03-01 at 11:41:58 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 11:42:04 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 11:42:04 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 11:42:04 | DEBUG | metadata exists ....
2020-03-01 at 11:42:06 | DEBUG | Read Schema: [ test ]
2020-03-01 at 11:42:08 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 11:42:08 | DEBUG | metadata exists ....
2020-03-01 at 11:42:08 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 11:42:08 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 11:42:08 | DEBUG | Primarykey select param : [ {'age': 59} ]
2020-03-01 at 11:42:09 | DEBUG | SQL of Query: [ SELECT age, job, marital, education, "default", housing, loan, contact, month, day_of_week, duration, campaign, pdays, previous, poutcome, empvar_rate, cons_price_idx, cons_conf_idx, euribor3m, nr_employed 
FROM bank_dist 
WHERE age=%(age)s
 LIMIT %(param_1)s ]
2020-03-01 at 11:42:09 | DEBUG | Select Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x0000023FE914B8E0> ]
2020-03-01 at 11:43:54 | DEBUG | query_table_byid():
2020-03-01 at 11:43:54 | DEBUG | tablename: bank_dist
2020-03-01 at 11:43:54 | DEBUG | tbid: 59
2020-03-01 at 11:43:54 | DEBUG | fieldlist: None
2020-03-01 at 11:43:54 | DEBUG | idfiled: age
2020-03-01 at 11:43:54 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 11:43:57 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 11:43:57 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 11:43:57 | DEBUG | metadata exists ....
2020-03-01 at 11:44:01 | DEBUG | Read Schema: [ test ]
2020-03-01 at 11:44:02 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 11:44:02 | DEBUG | metadata exists ....
2020-03-01 at 11:44:02 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 11:44:02 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 11:44:02 | ERROR | Exception at crud.query query_table_byid(): too many values to unpack (expected 2) 
2020-03-01 at 11:44:58 | DEBUG | query_table_byid():
2020-03-01 at 11:44:58 | DEBUG | tablename: bank_dist
2020-03-01 at 11:44:58 | DEBUG | tbid: 59
2020-03-01 at 11:44:58 | DEBUG | fieldlist: None
2020-03-01 at 11:44:58 | DEBUG | idfiled: age
2020-03-01 at 11:44:58 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 11:45:01 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 11:45:01 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 11:45:01 | DEBUG | metadata exists ....
2020-03-01 at 11:45:03 | DEBUG | Read Schema: [ test ]
2020-03-01 at 11:45:04 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 11:45:04 | DEBUG | metadata exists ....
2020-03-01 at 11:45:04 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 11:45:04 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 11:45:04 | DEBUG | Primarykey select param : [ {'age': 59} ]
2020-03-01 at 11:45:06 | DEBUG | SQL of Query: [ SELECT age, job, marital, education, "default", housing, loan, contact, month, day_of_week, duration, campaign, pdays, previous, poutcome, empvar_rate, cons_price_idx, cons_conf_idx, euribor3m, nr_employed 
FROM bank_dist 
WHERE age=%(age)s
 LIMIT %(param_1)s ]
2020-03-01 at 11:45:06 | DEBUG | Select Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001BCF09E9250> ]
2020-03-01 at 11:58:29 | DEBUG | query_table_byid():
2020-03-01 at 11:58:29 | DEBUG | tablename: bank_dist
2020-03-01 at 11:58:29 | DEBUG | tbid: 59
2020-03-01 at 11:58:29 | DEBUG | fieldlist: None
2020-03-01 at 11:58:29 | DEBUG | idfiled: age
2020-03-01 at 11:58:29 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 11:58:32 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 11:58:32 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 11:58:32 | DEBUG | metadata exists ....
2020-03-01 at 11:58:33 | DEBUG | Read Schema: [ test ]
2020-03-01 at 11:58:40 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 11:58:40 | DEBUG | metadata exists ....
2020-03-01 at 11:58:40 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 11:58:40 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 11:58:40 | DEBUG | Primarykey select param : [ {'age': 59} ]
2020-03-01 at 11:58:40 | DEBUG | SQL of Query: [ SELECT age, job, marital, education, "default", housing, loan, contact, month, day_of_week, duration, campaign, pdays, previous, poutcome, empvar_rate, cons_price_idx, cons_conf_idx, euribor3m, nr_employed 
FROM bank_dist 
WHERE age=%(age)s
 LIMIT %(param_1)s ]
2020-03-01 at 11:58:40 | DEBUG | Select Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x00000296F1A869D0> ]
2020-03-01 at 12:00:12 | DEBUG | query_table_byid():
2020-03-01 at 12:00:12 | DEBUG | tablename: bank_dist
2020-03-01 at 12:00:12 | DEBUG | tbid: 59
2020-03-01 at 12:00:12 | DEBUG | fieldlist: None
2020-03-01 at 12:00:12 | DEBUG | idfiled: age
2020-03-01 at 12:00:12 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:00:18 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:00:18 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:00:18 | DEBUG | metadata exists ....
2020-03-01 at 12:00:22 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:00:23 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:00:23 | DEBUG | metadata exists ....
2020-03-01 at 12:00:23 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:00:23 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:00:23 | DEBUG | Primarykey select param : [ {'age': 59} ]
2020-03-01 at 12:00:23 | DEBUG | SQL of Query: [ SELECT age, job, marital, education, "default", housing, loan, contact, month, day_of_week, duration, campaign, pdays, previous, poutcome, empvar_rate, cons_price_idx, cons_conf_idx, euribor3m, nr_employed 
FROM bank_dist 
WHERE age=%(age)s
 LIMIT %(param_1)s ]
2020-03-01 at 12:00:23 | DEBUG | Select Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x000001FEBD7C6B50> ]
2020-03-01 at 12:00:38 | DEBUG | query_table_byid():
2020-03-01 at 12:00:38 | DEBUG | tablename: bank_dist
2020-03-01 at 12:00:38 | DEBUG | tbid: 59
2020-03-01 at 12:00:38 | DEBUG | fieldlist: None
2020-03-01 at 12:00:38 | DEBUG | idfiled: age
2020-03-01 at 12:00:38 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:00:44 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:00:44 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:00:44 | DEBUG | metadata exists ....
2020-03-01 at 12:00:48 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:00:52 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:00:52 | DEBUG | metadata exists ....
2020-03-01 at 12:00:52 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:00:52 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:00:52 | DEBUG | Primarykey select param : [ {'age': 59} ]
2020-03-01 at 12:00:53 | DEBUG | SQL of Query: [ SELECT age, job, marital, education, "default", housing, loan, contact, month, day_of_week, duration, campaign, pdays, previous, poutcome, empvar_rate, cons_price_idx, cons_conf_idx, euribor3m, nr_employed 
FROM bank_dist 
WHERE age=%(age)s
 LIMIT %(param_1)s ]
2020-03-01 at 12:00:53 | DEBUG | Select Result: [ <sqlalchemy.engine.result.ResultProxy object at 0x00000239260D6B20> ]
2020-03-01 at 12:02:53 | DEBUG | query_table_byid():
2020-03-01 at 12:02:53 | DEBUG | tablename: bank_dist
2020-03-01 at 12:02:53 | DEBUG | tbid: 59
2020-03-01 at 12:02:53 | DEBUG | fieldlist: None
2020-03-01 at 12:02:53 | DEBUG | idfiled: age
2020-03-01 at 12:02:53 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:02:58 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:02:58 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:02:58 | DEBUG | metadata exists ....
2020-03-01 at 12:03:00 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:03:04 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:03:04 | DEBUG | metadata exists ....
2020-03-01 at 12:03:04 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:03:04 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:03:04 | ERROR | Exception at crud.query query_table_byid(): 'INTEGER' object is not callable 
2020-03-01 at 12:04:22 | DEBUG | query_table_byid():
2020-03-01 at 12:04:22 | DEBUG | tablename: bank_dist
2020-03-01 at 12:04:22 | DEBUG | tbid: 59
2020-03-01 at 12:04:22 | DEBUG | fieldlist: None
2020-03-01 at 12:04:22 | DEBUG | idfiled: age
2020-03-01 at 12:04:22 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:04:27 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:04:27 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:04:27 | DEBUG | metadata exists ....
2020-03-01 at 12:04:29 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:04:33 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:04:33 | DEBUG | metadata exists ....
2020-03-01 at 12:04:33 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:04:33 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:04:33 | ERROR | Exception at crud.query query_table_byid(): 'int' object has no attribute 'astype' 
2020-03-01 at 12:05:08 | DEBUG | query_table_byid():
2020-03-01 at 12:05:08 | DEBUG | tablename: bank_dist
2020-03-01 at 12:05:08 | DEBUG | tbid: 59
2020-03-01 at 12:05:08 | DEBUG | fieldlist: None
2020-03-01 at 12:05:08 | DEBUG | idfiled: age
2020-03-01 at 12:05:08 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:05:17 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:05:17 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:05:17 | DEBUG | metadata exists ....
2020-03-01 at 12:05:21 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:05:24 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:05:24 | DEBUG | metadata exists ....
2020-03-01 at 12:05:24 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:05:24 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:05:24 | ERROR | Exception at crud.query query_table_byid(): 'int' object has no attribute 'astype' 
2020-03-01 at 12:06:38 | DEBUG | query_table_byid():
2020-03-01 at 12:06:38 | DEBUG | tablename: bank_dist
2020-03-01 at 12:06:38 | DEBUG | tbid: 59
2020-03-01 at 12:06:38 | DEBUG | fieldlist: None
2020-03-01 at 12:06:38 | DEBUG | idfiled: age
2020-03-01 at 12:06:38 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:06:43 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:06:43 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:06:43 | DEBUG | metadata exists ....
2020-03-01 at 12:06:48 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:06:49 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:06:49 | DEBUG | metadata exists ....
2020-03-01 at 12:06:49 | DEBUG | Table Columns: ['bank_dist.age', 'bank_dist.job', 'bank_dist.marital', 'bank_dist.education', 'bank_dist.default', 'bank_dist.housing', 'bank_dist.loan', 'bank_dist.contact', 'bank_dist.month', 'bank_dist.day_of_week', 'bank_dist.duration', 'bank_dist.campaign', 'bank_dist.pdays', 'bank_dist.previous', 'bank_dist.poutcome', 'bank_dist.empvar_rate', 'bank_dist.cons_price_idx', 'bank_dist.cons_conf_idx', 'bank_dist.euribor3m', 'bank_dist.nr_employed']
2020-03-01 at 12:06:49 | DEBUG | Primarykey select string : [ age=:age ]
2020-03-01 at 12:06:49 | ERROR | Exception at crud.query query_table_byid(): 'int' object has no attribute 'astype' 
2020-03-01 at 12:08:37 | DEBUG | query_table_byid():
2020-03-01 at 12:08:37 | DEBUG | tablename: bank_dist
2020-03-01 at 12:08:37 | DEBUG | tbid: 59
2020-03-01 at 12:08:37 | DEBUG | fieldlist: None
2020-03-01 at 12:08:37 | DEBUG | idfiled: age
2020-03-01 at 12:08:37 | DEBUG | Connect use uri [ clickhouse://default:passw0rd@192.168.10.12:28123/test ]
2020-03-01 at 12:08:40 | DEBUG | Metafile does not exists, generate it from database ...
2020-03-01 at 12:08:40 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:08:40 | DEBUG | metadata exists ....
2020-03-01 at 12:08:42 | DEBUG | Read Schema: [ test ]
2020-03-01 at 12:08:44 | DEBUG | MetaData(bind=Engine(clickhouse://default:***@192.168.10.12:28123/test))
2020-03-01 at 12:08:44 | DEBUG | metadata exists ....
